note,current_folder,proposed_folder,confidence,reason
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 24.11.16, 1333.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 24.11.16, 1937.md",Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/Written 25-05-16 0906.md,Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 25.05.18, 1033.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 25.06.18, 1417.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 25.10.18, 0947.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 26.03.18, 0952.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 26.06.17, 1131.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 26.07.17, 0946.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 26.07.18, 1525.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 26.09.16, 0909.md",Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/Written 27-06-16 0859.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/Written 27-07-16 1513.md,Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 27.01.17, 1301.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 27.01.17, 1348.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 27.06.17, 1928.md",Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/Written 28-07-16 1437.md,Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 28.03.17, 1447.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 29.08.18, 2250.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 29.09.16, 0845.md",Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/Written 30-05-16 0850.md,Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 30.03.17, 0927.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 30.05.18, 1301.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 30.05.18, 1610.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 30.08.18, 1744.md",Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/Written 31-08-16 0912.md,Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 31.10.18, 1230.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 31.10.18, 1409.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/Diverse/Written 31.10.18, 1715.md",Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/alpha-beta discussion.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/floating rates.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/how can you allow Keren not using it in NY.md,Apple Notes,Customers,0.65,keywords=stakeholder
Apple Notes/Old & Admin/Agility Notes/Diverse/joint approach infrastructure + feedback for training (Steve Mia August….md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/notes - meeting with Steve - brakefast media one.md,Apple Notes,Meetings,0.73,"keywords=meeting,workshop"
Apple Notes/Old & Admin/Agility Notes/Diverse/notes from call with steve (06.06.2014).md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/passport copy.md,Apple Notes,Personal,0.65,keywords=family
Apple Notes/Old & Admin/Agility Notes/Diverse/push it forward or pushing back for the close (how will this work….md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/resignation's in China.md,Apple Notes,Personal,0.65,keywords=family
Apple Notes/Old & Admin/Agility Notes/Diverse/running Todo's.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/simulation.md,Apple Notes,Projects,0.53,keywords=plan
Apple Notes/Old & Admin/Agility Notes/Diverse/survey.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/to do's 1.md,Apple Notes,Projects,0.85,"keywords=plan,project"
Apple Notes/Old & Admin/Agility Notes/Diverse/to do's before we leave.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/unter test scenario speichern CReq_T.Scenarios.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/use own User ID -- change to.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/user engagement 2 1.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/Old & Admin/Agility Notes/Diverse/vorgespräch 30.01.2015.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Diverse/weight brake vs pivot weight.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/ATM.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/CRP/CRP Boston.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/Calendar.md,Apple Notes,Meetings,0.53,keywords=meeting
Apple Notes/Old & Admin/Agility Notes/FOCiS/FOCiS Change Management Framework_TLT Update Sept 2017_v1.3_31.08.2017….md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/FOCiS Implementation Team Resume V_01.pptx.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/Finance Change Management Workshop.md,Apple Notes,Meetings,0.81,"keywords=meeting,minutes,workshop"
Apple Notes/Old & Admin/Agility Notes/FOCiS/JA Glossary.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/Job Growth Notes APAC.md,Apple Notes,AI,0.65,keywords=model
Apple Notes/Old & Admin/Agility Notes/FOCiS/NPC/EUR Update 12.05.2015 QM-NPC.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/NPC/Implementation Requirements.md,Apple Notes,Meetings,0.53,keywords=workshop
Apple Notes/Old & Admin/Agility Notes/FOCiS/NPC/NPC Workflow Process.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/NPC/SMDM and NPC Testing Notes.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/NPC/Untitled note.md,Apple Notes,Ideas,0.73,"keywords=concept,draft"
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/2. QM country-level utilization – what is current C-CEO guidance on….md,Apple Notes,Meetings,0.81,"keywords=agenda,meeting,workshop"
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/Americas Status.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/FW Pre-req for QM functions draft_30May.xlsx.md,Apple Notes,Personal,0.65,keywords=family
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/Imp Update.md,Apple Notes,Ideas,0.65,keywords=draft
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/QM APAC.md,Apple Notes,Personal,0.53,keywords=family
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/QM ATM Report.md,Apple Notes,Personal,0.53,keywords=family
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/QM Update User Rights.pptx.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/QM by SteveM.md,Apple Notes,Ideas,0.53,keywords=concept
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/RE Billing Process CH - Feedback- Questions.md,Apple Notes,Customers,0.73,"keywords=account,customer"
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/RE Metrics QM - Update.md,Apple Notes,Personal,0.53,keywords=family
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/RE QM China Implementation meeting - 22Apr.md,Apple Notes,Meetings,0.73,"keywords=agenda,meeting"
Apple Notes/Old & Admin/Agility Notes/FOCiS/Quotation Module/RE QM Fact Sheets - Next Steps.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/SJC.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/NWC current new proposal.md,Apple Notes,Ideas,0.53,keywords=proposal
Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/SMDM Simulation Table.xlsx.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/Simulatino 2 Next Steps.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/Simulation (1) FCL (NVOCC) Review.md,Apple Notes,Customers,0.73,"keywords=customer,stakeholder"
Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/Simulation 2.md,Apple Notes,Customers,0.65,keywords=account
Apple Notes/Old & Admin/Agility Notes/FOCiS/Simulation/identify the users involved.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/Step1.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/Subject USC - FOCiS Dept.md,Apple Notes,Projects,0.53,keywords=project
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/(UO) A standing Calendar.md,Apple Notes,Meetings,0.81,"keywords=agenda,meeting,workshop"
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/6_UE Explanations_v1.3_23.09.2016.ppt.md,Apple Notes,Meetings,0.99,"keywords=agenda,meeting,minutes"
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/Day 2 - Birmingham.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/Day 3.md,Apple Notes,Customers,0.73,"keywords=customer,stakeholder"
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/Day2.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/RE Review Branch Management Dashboard (Draft).md,Apple Notes,Meetings,0.53,keywords=meeting
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/SME Beta - Freight X - Online Quote Beta.md,Apple Notes,Projects,0.53,keywords=project
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/UE 4 Mumbai.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/UE 5 Mumbai.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/UE Germany.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/User Engagment Overview.pptx.md,Apple Notes,Projects,0.53,keywords=plan
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/User Observation.md,Apple Notes,Ideas,0.65,keywords=idea
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/Virtual User Observation_draft_v1.14.06.2017.ppt.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/user observation 1.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/People/Biju Evening Call.md,Apple Notes,Meetings,0.85,"keywords=agenda,minutes"
Apple Notes/Old & Admin/Agility Notes/People/Essa Update.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/People/Interview Clara Wyss.md,Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Agility Notes/People/Interview Ivan Jakovic, Basel Aug 4th 2014.md",Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Agility Notes/Team Meetings/Agenda Day 1.md,Apple Notes,Meetings,0.65,keywords=agenda
Apple Notes/Old & Admin/Agility Notes/Team Meetings/Agenda Draft.md,Apple Notes,Meetings,0.61,"keywords=agenda,meeting"
Apple Notes/Old & Admin/Agility Notes/Team Meetings/Follow Up Team Meeting in Manchester March 2017.md,Apple Notes,Customers,0.73,"keywords=customer,stakeholder"
Apple Notes/Old & Admin/Agility Notes/Team Meetings/Slides.md,Apple Notes,Meetings,0.65,keywords=meeting
"Apple Notes/Old & Admin/Agility Notes/Team Meetings/TLT agenda June - v1.0 - June 9, 2017.xlsx.md",Apple Notes,Meetings,0.65,keywords=agenda
"Apple Notes/Old & Admin/Agility Notes/Written 19.11.18, 0914.md",Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/CV's & Jobs/1 Minute Introduction of JP Lang, Swiss AviationSoftware - Business….md",Apple Notes,Customers,0.53,keywords=account
Apple Notes/Old & Admin/CV's & Jobs/CV updates - Anna.md,Apple Notes,Personal,0.65,keywords=personal
Apple Notes/Old & Admin/CV's & Jobs/Cap gemini guido 27.09.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/CV's & Jobs/Mailboxes ETC/ETC - what does it stander (other things).md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/Old & Admin/CV's & Jobs/Mailboxes ETC/MBE Questions.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/CV's & Jobs/NEw CV idears.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/CV's & Jobs/Roche Notes.md,Apple Notes,Projects,0.73,"keywords=delivery,project"
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/-1.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/4' you' tain- _____ $ _____ Repu't _.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Cap Gemini Call.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Cap Gemini off the shelf.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Cass invoicing.md,Apple Notes,Reference,0.65,keywords=manual
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Chris price 01 07 2019.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Expect same.md,Apple Notes,Personal,0.85,"keywords=family,life"
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Initial categorization doc review - by cap gemini.md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Jonathan - JP.md,Apple Notes,Personal,0.73,"keywords=family,personal"
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Markus.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/New Note.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Pre Workshop Speech & Cap Gemini.md,Apple Notes,Meetings,0.73,"keywords=meeting,workshop"
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/___ for Manual ____ f 2.md,Apple Notes,Reference,0.65,keywords=manual
Apple Notes/Old & Admin/CV's & Jobs/Work Agility/add changemanagement framework.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/AGENDA CW1 workshop.md,Apple Notes,Customers,0.81,"keywords=client,crm,customer"
Apple Notes/Old & Admin/Cargo Partner/Account Management Steering 2nd steering.md,Apple Notes,Customers,0.65,keywords=account
Apple Notes/Old & Admin/Cargo Partner/BPO jour fix.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/BRO-OPEL-TQM-GMtCPM-Tah.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/CDO Intro COM alignment.md,Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Old & Admin/Cargo Partner/Call mario (ssc, global meeting, dna).md",Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/Old & Admin/Cargo Partner/Cargo Partner Schweiz.md,Apple Notes,DPWorld,0.65,keywords=cargo
Apple Notes/Old & Admin/Cargo Partner/Cargowise (gregory bruce).md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Control towers.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Current ToDo’s.md,Apple Notes,Customers,0.61,"keywords=account,customer"
Apple Notes/Old & Admin/Cargo Partner/Cw1 steering 29 10.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Deliverables Mario.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Deliverables ROM’s Meeting.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/Old & Admin/Cargo Partner/Digital Board.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Felix OPM 20.10.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Global Meeting.md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/Old & Admin/Cargo Partner/Hr lever.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Human Ressources/1 Raum.md,Apple Notes,Meetings,0.65,keywords=workshop
Apple Notes/Old & Admin/Cargo Partner/Human Ressources/Agenda.md,Apple Notes,Meetings,0.65,keywords=agenda
Apple Notes/Old & Admin/Cargo Partner/Human Ressources/Aleksandar.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Human Ressources/Lever to do.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Human Ressources/Mit nutzung.md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/Old & Admin/Cargo Partner/Intros Week 2.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Jar fix - miletich exchange.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Jour fix bpo 29.10.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Old & Admin/Cargo Partner/Kotter - Transformation Guide.md,Apple Notes,Reference,0.65,keywords=guide
